Date,GOOGL,NFLX
2019-01-02,52.73400115966797,267.6600036621094
2019-01-03,51.27349853515625,271.20001220703125
2019-01-04,53.903499603271484,297.57000732421875
2019-01-07,53.79600143432617,315.3399963378906
2019-01-08,54.26850128173828,320.2699890136719
2019-01-09,54.08250045776367,319.9599914550781
2019-01-10,53.94150161743164,324.6600036621094
2019-01-11,53.2234992980957,337.5899963378906
2019-01-14,52.57550048828125,332.94000244140625
2019-01-15,54.32550048828125,354.6400146484375
2019-01-16,54.47549819946289,351.3900146484375
2019-01-17,54.95600128173828,353.19000244140625
2019-01-18,55.3650016784668,339.1000061035156
2019-01-22,53.93149948120117,325.1600036621094
2019-01-23,54.22050094604492,321.989990234375
2019-01-24,54.20000076293945,326.6700134277344
2019-01-25,55.07550048828125,338.04998779296875
2019-01-28,53.99300003051758,335.6600036621094
2019-01-29,53.50299835205078,328.8999938964844
2019-01-30,54.89950180053711,340.6600036621094
2019-01-31,56.294498443603516,339.5
2019-02-01,55.930999755859375,339.8500061035156
2019-02-04,57.07099914550781,351.3399963378906
2019-02-05,57.59349822998047,355.80999755859375
2019-02-06,56.144500732421875,352.19000244140625
2019-02-07,55.295501708984375,344.7099914550781
2019-02-08,55.11899948120117,347.57000732421875
2019-02-11,55.10599899291992,345.7300109863281
2019-02-12,56.37900161743164,359.9700012207031
2019-02-13,56.43149948120117,351.7699890136719
2019-02-14,56.459999084472656,359.07000732421875
2019-02-15,55.98149871826172,356.8699951171875
2019-02-19,56.32550048828125,361.9200134277344
2019-02-20,56.02949905395508,359.9100036621094
2019-02-21,55.21049880981445,356.9700012207031
2019-02-22,55.827999114990234,363.0199890136719
2019-02-25,55.86650085449219,363.9100036621094
2019-02-26,56.10049819946289,364.9700012207031
2019-02-27,56.144500732421875,362.8699951171875
2019-02-28,56.32749938964844,358.1000061035156
2019-03-01,57.42599868774414,357.32000732421875
2019-03-04,57.67100143432617,351.0400085449219
2019-03-05,58.45949935913086,354.29998779296875
2019-03-06,58.24700164794922,359.6099853515625
2019-03-07,57.54249954223633,352.6000061035156
2019-03-08,57.49850082397461,349.6000061035156
2019-03-11,58.9630012512207,358.8599853515625
2019-03-12,59.86249923706055,356.2699890136719
2019-03-13,59.952999114990234,361.2099914550781
2019-03-14,59.62649917602539,358.82000732421875
2019-03-15,59.51499938964844,361.4599914550781
2019-03-18,59.4275016784668,363.44000244140625
2019-03-19,60.12300109863281,358.7799987792969
2019-03-20,61.32149887084961,375.2200012207031
2019-03-21,61.80649948120117,377.8699951171875
2019-03-22,60.38249969482422,361.010009765625
2019-03-25,59.86899948120117,366.2300109863281
2019-03-26,59.492000579833984,359.9700012207031
2019-03-27,58.9005012512207,353.3699951171875
2019-03-28,58.61349868774414,354.6099853515625
2019-03-29,58.84450149536133,356.55999755859375
2019-04-01,59.94900131225586,366.9599914550781
2019-04-02,60.277000427246094,367.7200012207031
2019-04-03,60.54050064086914,369.75
2019-04-04,60.97249984741211,367.8800048828125
2019-04-05,60.5724983215332,365.489990234375
2019-04-08,60.41400146484375,361.4100036621094
2019-04-09,60.134498596191406,364.7099914550781
2019-04-10,60.3224983215332,363.9200134277344
2019-04-11,60.47949981689453,367.6499938964844
2019-04-12,61.13650131225586,351.1400146484375
2019-04-15,61.326499938964844,348.8699951171875
2019-04-16,61.59550094604492,359.4599914550781
2019-04-17,62.00699996948242,354.739990234375
2019-04-18,62.07350158691406,360.3500061035156
2019-04-22,62.6879997253418,377.3399963378906
2019-04-23,63.52949905395508,381.8900146484375
2019-04-24,63.002498626708984,374.2300109863281
2019-04-25,63.367000579833984,368.3299865722656
2019-04-26,63.87099838256836,374.8500061035156
2019-04-29,64.80999755859375,371.8299865722656
2019-04-30,59.948001861572266,370.5400085449219
2019-05-01,58.66600036621094,378.80999755859375
2019-05-02,58.32550048828125,379.05999755859375
2019-05-03,59.477500915527344,385.0299987792969
2019-05-06,59.67300033569336,378.6700134277344
2019-05-07,58.94300079345703,370.4599914550781
2019-05-08,58.53900146484375,364.3699951171875
2019-05-09,58.39849853515625,362.75
2019-05-10,58.38199996948242,361.0400085449219
2019-05-13,56.829498291015625,345.260009765625
2019-05-14,56.24300003051758,345.6099853515625
2019-05-15,58.540000915527344,354.989990234375
2019-05-16,59.224998474121094,359.30999755859375
2019-05-17,58.43899917602539,354.45001220703125
2019-05-20,57.233001708984375,348.1099853515625
2019-05-21,57.72200012207031,354.2699890136719
2019-05-22,57.79249954223633,359.7300109863281
2019-05-23,57.266998291015625,352.2099914550781
2019-05-24,56.93050003051758,354.3900146484375
2019-05-28,56.97800064086914,355.05999755859375
2019-05-29,55.99700164794922,349.19000244140625
2019-05-30,56.070499420166016,351.8500061035156
2019-05-31,55.32500076293945,343.2799987792969
2019-06-03,51.9370002746582,336.6300048828125
2019-06-04,52.7244987487793,353.3999938964844
2019-06-05,52.231998443603516,355.7300109863281
2019-06-06,52.38800048828125,357.1300048828125
2019-06-07,53.41849899291992,360.8699951171875
2019-06-10,54.13800048828125,352.010009765625
2019-06-11,54.051998138427734,351.2699890136719
2019-06-12,53.95500183105469,345.55999755859375
2019-06-13,54.550498962402344,343.42999267578125
2019-06-14,54.314998626708984,339.7300109863281
2019-06-17,54.69449996948242,350.6199951171875
2019-06-18,55.262001037597656,357.1199951171875
2019-06-19,55.22549819946289,363.5199890136719
2019-06-20,55.65999984741211,365.2099914550781
2019-06-21,56.26850128173828,369.2099914550781
2019-06-24,55.834999084472656,371.0400085449219
2019-06-25,54.37900161743164,360.29998779296875
2019-06-26,54.01599884033203,362.20001220703125
2019-06-27,53.83150100708008,370.0199890136719
2019-06-28,54.13999938964844,367.32000732421875
2019-07-01,55.0,374.6000061035156
2019-07-02,55.630001068115234,375.42999267578125
2019-07-03,56.14950180053711,381.7200012207031
2019-07-05,56.63349914550781,380.54998779296875
2019-07-08,55.839500427246094,376.1600036621094
2019-07-09,56.214500427246094,379.92999267578125
2019-07-10,57.045501708984375,381.0
2019-07-11,57.20399856567383,379.5
2019-07-12,57.266998291015625,373.25
2019-07-15,57.5255012512207,366.6000061035156
2019-07-16,57.67300033569336,365.989990234375
2019-07-17,57.33700180053711,362.44000244140625
2019-07-18,57.36199951171875,325.2099914550781
2019-07-19,56.57749938964844,315.1000061035156
2019-07-22,56.96049880981445,310.6199951171875
2019-07-23,57.40250015258789,307.29998779296875
2019-07-24,56.98649978637695,317.94000244140625
2019-07-25,56.797000885009766,326.4599914550781
